id,transgenic-line,product-id,structure-id,structure-abbrev,structure-name,name,injection-volume,injection-structures,gender,strain,sum,structure-color,num-voxels,injection-coordinates,selected,experiment_page_url
299782983,Chrna2-Cre_OE25,5,48,ACAv,"Anterior cingulate area, ventral part",Chrna2-Cre_OE25-133243,0.0610823759,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}]",M,FVB.CD1(ICR),0.6759596452,40a666,,"[4410, 2270, 6150]",false,http://connectivity.brain-map.org/projection/experiment/299782983
162019589,Scnn1a-Tg2-Cre,5,621,V,Motor nucleus of trigeminal,Scnn1a-Tg2-Cre-3405,0.0237211254,"[{""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>146, ""abbreviation""=>""PRNr"", ""name""=>""Pontine reticular nucleus"", ""color""=>""FFC395""}, {""id""=>534, ""abbreviation""=>""SUT"", ""name""=>""Supratrigeminal nucleus"", ""color""=>""FFBA86""}, {""id""=>621, ""abbreviation""=>""V"", ""name""=>""Motor nucleus of trigeminal"", ""color""=>""FFBA86""}, {""id""=>867, ""abbreviation""=>""PB"", ""name""=>""Parabrachial nucleus"", ""color""=>""FFAE6F""}, {""id""=>1052, ""abbreviation""=>""PPN"", ""name""=>""Pedunculopontine nucleus"", ""color""=>""FFA6FF""}, {""id""=>549009215, ""abbreviation""=>""P5"", ""name""=>""Peritrigeminal zone"", ""color""=>""FFBA86""}]",M,C57BL/6J,0.6758001795999999,ffba86,,"[10380, 5060, 7130]",false,http://connectivity.brain-map.org/projection/experiment/162019589
180073473,"",5,1027,AUDpo,Posterior auditory area,378-1817,0.08830981880000001,"[{""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>1002, ""abbreviation""=>""AUDp"", ""name""=>""Primary auditory area"", ""color""=>""019399""}, {""id""=>1027, ""abbreviation""=>""AUDpo"", ""name""=>""Posterior auditory area"", ""color""=>""019399""}]",M,C57BL/6J,0.67568055835,019399,,"[8470, 2740, 9750]",false,http://connectivity.brain-map.org/projection/experiment/180073473
299820770,Syt6-Cre_KI148,5,417,VISrl,Rostrolateral visual area,Syt6-Cre_KI148-131916,0.09901828859999999,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",M,C57BL/6J,0.6741944128499999,009fac,,"[7520, 1520, 8280]",false,http://connectivity.brain-map.org/projection/experiment/299820770
298325807,Chrna2-Cre_OE25,5,985,MOp,Primary motor area,Chrna2-Cre_OE25-130478,0.06432956179999999,"[{""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}]",F,FVB.CD1(ICR),0.6741688862999999,1f9d5a,,"[4350, 2100, 8000]",false,http://connectivity.brain-map.org/projection/experiment/298325807
184073678,Scnn1a-Tg3-Cre,5,417,VISrl,Rostrolateral visual area,Scnn1a-Tg3-Cre-4858,0.0494818072,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",M,B6.C3H,0.6736443266,009fac,,"[7740, 1190, 8540]",false,http://connectivity.brain-map.org/projection/experiment/184073678
286726777,Th-Cre_FI172,5,223,ARH,Arcuate hypothalamic nucleus,Th-Cre_FI172-6219,0.0991203506234375,"[{""id""=>223, ""abbreviation""=>""ARH"", ""name""=>""Arcuate hypothalamic nucleus"", ""color""=>""FF5D50""}, {""id""=>614, ""abbreviation""=>""TU"", ""name""=>""Tuberal nucleus"", ""color""=>""F2483B""}, {""id""=>693, ""abbreviation""=>""VMH"", ""name""=>""Ventromedial hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>830, ""abbreviation""=>""DMH"", ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""color""=>""FF5547""}, {""id""=>10671, ""abbreviation""=>""ME"", ""name""=>""Median eminence"", ""color""=>""F2483B""}]",F,B6.FVB,0.6735794016,ff5d50,,"[7000, 7050, 6080]",false,http://connectivity.brain-map.org/projection/experiment/286726777
294397907,Cux2-IRES-Cre,5,484682470,ProS,Prosubiculum,Cux2-IRES-Cre-123412,0.2107467852,"[{""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>502, ""abbreviation""=>""SUB"", ""name""=>""Subiculum"", ""color""=>""4FC244""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>484682470, ""abbreviation""=>""ProS"", ""name""=>""Prosubiculum"", ""color""=>""58BA48""}]",M,C57BL/6J,0.6734960231999999,58ba48,,"[9190, 3650, 9330]",false,http://connectivity.brain-map.org/projection/experiment/294397907
266564027,Grp-Cre_KH288,5,746,ORBvl,"Orbital area, ventrolateral part",Grp-Cre_KH288-118,0.03730990585,"[{""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,FVB.CD1(ICR),0.6715629536,248a5e,,"[2530, 3780, 6280]",false,http://connectivity.brain-map.org/projection/experiment/266564027
170946889,Sim1-Cre_KJ18,5,403,MEA,Medial amygdalar nucleus,Sim1-Cre-Homo-279,0.0747677917,"[{""id""=>403, ""abbreviation""=>""MEA"", ""name""=>""Medial amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>647, ""abbreviation""=>""COAp"", ""name""=>""Cortical amygdalar area, posterior part"", ""color""=>""61E7B7""}, {""id""=>780, ""abbreviation""=>""PA"", ""name""=>""Posterior amygdalar nucleus"", ""color""=>""97EC93""}]",F,B6.FVB,0.669573922325,80c0e2,,"[7400, 6580, 7650]",false,http://connectivity.brain-map.org/projection/experiment/170946889
272779830,Cux2-IRES-Cre,5,918,ENTl,"Entorhinal area, lateral part",Cux2-IRES-Cre-281,0.023330171549999997,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}]",M,C57BL/6J,0.66932677,32b825,,"[9940, 3540, 10130]",false,http://connectivity.brain-map.org/projection/experiment/272779830
180403712,"",5,895,ECT,Ectorhinal area,378-1820,0.047914748,"[{""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>895, ""abbreviation""=>""ECT"", ""name""=>""Ectorhinal area"", ""color""=>""0D9F91""}]",M,C57BL/6J,0.6681891664,0d9f91,,"[7530, 4510, 10100]",false,http://connectivity.brain-map.org/projection/experiment/180403712
272821309,Cux2-IRES-Cre,5,385,VISp,Primary visual area,Cux2-IRES-Cre-288,0.1254239476,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}]",F,C57BL/6J,0.66643593415,08858c,,"[8690, 900, 8110]",false,http://connectivity.brain-map.org/projection/experiment/272821309
266839077,Crh-IRES-Cre_BL,5,15,PT,Parataenial nucleus,Crh-IRES-Cre-309,0.0545295961,"[{""id""=>15, ""abbreviation""=>""PT"", ""name""=>""Parataenial nucleus"", ""color""=>""FF909F""}, {""id""=>127, ""abbreviation""=>""AM"", ""name""=>""Anteromedial nucleus"", ""color""=>""FF909F""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>266, ""abbreviation""=>""LSv"", ""name""=>""Lateral septal nucleus, ventral part"", ""color""=>""90CBED""}, {""id""=>351, ""abbreviation""=>""BST"", ""name""=>""Bed nuclei of the stria terminalis"", ""color""=>""B3C0DF""}, {""id""=>1113, ""abbreviation""=>""IAD"", ""name""=>""Interanterodorsal nucleus of the thalamus"", ""color""=>""FF909F""}]",M,C57BL/6J,0.66598358085,ff909f,,"[5850, 4590, 6120]",false,http://connectivity.brain-map.org/projection/experiment/266839077
528511254,Ai75(RCL-nT),44,48,ACAv,"Anterior cingulate area, ventral part",Ai75(T503)-225333,0.024579353050000002,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}]",M,"",0.6651191204,40a666,,"[4290, 2620, 5360]",false,http://connectivity.brain-map.org/projection/experiment/528511254
300923916,Tac1-IRES2-Cre,5,63,PVHd,"Paraventricular hypothalamic nucleus, descending division",Tac1-IRES2-Cre-D-125618,0.0490326910773437,"[{""id""=>38, ""abbreviation""=>""PVH"", ""name""=>""Paraventricular hypothalamic nucleus"", ""color""=>""FF5D50""}, {""id""=>63, ""abbreviation""=>""PVHd"", ""name""=>""Paraventricular hypothalamic nucleus, descending division"", ""color""=>""FF4C3E""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>1077, ""abbreviation""=>""PR"", ""name""=>""Perireunensis nucleus"", ""color""=>""FF909F""}]",M,B6.129,0.6644596979999999,ff4c3e,,"[6760, 5530, 6140]",false,http://connectivity.brain-map.org/projection/experiment/300923916
299244730,Efr3a-Cre_NO108,5,295,BLA,Basolateral amygdalar nucleus,Efr3a-Cre_NO108-129148,0.08049788599999999,"[{""id""=>295, ""abbreviation""=>""BLA"", ""name""=>""Basolateral amygdalar nucleus"", ""color""=>""9DE79C""}, {""id""=>369, ""abbreviation""=>""SSp-ul"", ""name""=>""Primary somatosensory area, upper limb"", ""color""=>""188064""}, {""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>672, ""abbreviation""=>""CP"", ""name""=>""Caudoputamen"", ""color""=>""98D6F9""}, {""id""=>966, ""abbreviation""=>""EPv"", ""name""=>""Endopiriform nucleus, ventral part"", ""color""=>""A0EE9D""}, {""id""=>998, ""abbreviation""=>""FS"", ""name""=>""Fundus of striatum"", ""color""=>""80CDF8""}, {""id""=>1105, ""abbreviation""=>""IA"", ""name""=>""Intercalated amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>182305689, ""abbreviation""=>""SSp-un"", ""name""=>""Primary somatosensory area, unassigned"", ""color""=>""188064""}]",F,FVB.CD1(ICR),0.66284398425,9de79c,,"[6310, 6320, 8720]",false,http://connectivity.brain-map.org/projection/experiment/299244730
521600217,Sepw1-Cre_NP39,5,723,ORBl,"Orbital area, lateral part",Sepw1-Cre_NP39-237402,0.0773083241,"[{""id""=>159, ""abbreviation""=>""AON"", ""name""=>""Anterior olfactory nucleus"", ""color""=>""54BF94""}, {""id""=>723, ""abbreviation""=>""ORBl"", ""name""=>""Orbital area, lateral part"", ""color""=>""248A5E""}]",F,"",0.6625724336,248a5e,,"[2600, 4050, 6940]",false,http://connectivity.brain-map.org/projection/experiment/521600217
120281646,Erbb4-T2A-CreERT2,5,536,CEA,Central amygdalar nucleus,Erbb4-2A-CreERT2-D-5671,0.0892765398,"[{""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}]",F,C57BL/6J,0.66107759305,80c0e2,,"[6480, 5510, 8170]",false,http://connectivity.brain-map.org/projection/experiment/120281646
267749821,Chrna2-Cre_OE25,5,353,SSp-n,"Primary somatosensory area, nose",Chrna2-Cre_OE25-3868,0.042689206699999996,"[{""id""=>353, ""abbreviation""=>""SSp-n"", ""name""=>""Primary somatosensory area, nose"", ""color""=>""188064""}, {""id""=>182305689, ""abbreviation""=>""SSp-un"", ""name""=>""Primary somatosensory area, unassigned"", ""color""=>""188064""}]",F,FVB.CD1(ICR),0.6591946088,188064,,"[5730, 2230, 8570]",false,http://connectivity.brain-map.org/projection/experiment/267749821
591224520,Tlx3-Cre_PL56,36,425,VISpl,Posterolateral visual area,Tlx3-Cre_PL56-313538,0.0477063559,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>425, ""abbreviation""=>""VISpl"", ""name""=>""Posterolateral visual area"", ""color""=>""08858C""}, {""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}, {""id""=>484682508, ""abbreviation""=>""APr"", ""name""=>""Area prostriata"", ""color""=>""33B932""}]",F,"",0.6545989674,08858c,,"[10050, 1880, 3010]",false,http://connectivity.brain-map.org/projection/experiment/591224520
483013787,Cux2-IRES-Cre,35,385,VISp,Primary visual area,Cux2-IRES-Cre-196733,0.07211526,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}]",M,"",0.6516406169,08858c,,"[9100, 1240, 3580]",false,http://connectivity.brain-map.org/projection/experiment/483013787
292374777,A930038C07Rik-Tg1-Cre,5,972,PL,Prelimbic area,A930038C07Rik-Tg1-Cre-3952,0.2579104416,"[{""id""=>44, ""abbreviation""=>""ILA"", ""name""=>""Infralimbic area"", ""color""=>""59B363""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,"",0.6486937961,2fa850,,"[3510, 3430, 6350]",false,http://connectivity.brain-map.org/projection/experiment/292374777
288171964,Tlx3-Cre_PL56,5,385,VISp,Primary visual area,Tlx3-Cre_LURC-3605,0.024813249649999997,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}]",F,"",0.6483248408,08858c,,"[9440, 1270, 8150]",false,http://connectivity.brain-map.org/projection/experiment/288171964
557200148,Ntng2-IRES2-Cre,5,409,VISl,Lateral visual area,Ntng2-IRES2-Cre-272877,0.0444596355,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>425, ""abbreviation""=>""VISpl"", ""name""=>""Posterolateral visual area"", ""color""=>""08858C""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",F,C57BL/6J,0.6470095190999999,08858c,,"[9400, 2490, 9090]",false,http://connectivity.brain-map.org/projection/experiment/557200148
571653937,Ai75(RCL-nT),42,409,VISl,Lateral visual area,Ai75(T601)-295057,0.0206454346,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",F,"",0.6469041838,08858c,,"[8990, 1740, 2370]",false,http://connectivity.brain-map.org/projection/experiment/571653937
297946935,Sim1-Cre_KJ18,5,993,MOs,Secondary motor area,Sim1-Cre_KJ18-125418,0.10862118119999999,"[{""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,"",0.6465115713,1f9d5a,,"[3170, 2060, 7690]",false,http://connectivity.brain-map.org/projection/experiment/297946935
518207061,Drd3-Cre_KI196,5,918,ENTl,"Entorhinal area, lateral part",Drd3-Cre_KI196_LURC-130780,0.1377935664,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>922, ""abbreviation""=>""PERI"", ""name""=>""Perirhinal area"", ""color""=>""0E9684""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,"",0.6458671478,32b825,,"[9490, 3400, 9990]",false,http://connectivity.brain-map.org/projection/experiment/518207061
166566678,Nr5a1-Cre,5,337,SSp-ll,"Primary somatosensory area, lower limb",Nr5a1-Cre-2380,0.0580780977,"[{""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>361, ""abbreviation""=>""SSp-tr"", ""name""=>""Primary somatosensory area, trunk"", ""color""=>""188064""}, {""id""=>369, ""abbreviation""=>""SSp-ul"", ""name""=>""Primary somatosensory area, upper limb"", ""color""=>""188064""}]",M,B6.FVB,0.6430061946,188064,,"[6230, 1040, 7590]",false,http://connectivity.brain-map.org/projection/experiment/166566678
266963362,Ntsr1-Cre_GN220,5,1002,AUDp,Primary auditory area,Ntsr1-Cre_GN220-3735,0.09877575820000001,"[{""id""=>1002, ""abbreviation""=>""AUDp"", ""name""=>""Primary auditory area"", ""color""=>""019399""}, {""id""=>1011, ""abbreviation""=>""AUDd"", ""name""=>""Dorsal auditory area"", ""color""=>""019399""}]",M,C57BL/6J,0.6429921757,019399,,"[7670, 2820, 9520]",false,http://connectivity.brain-map.org/projection/experiment/266963362
113314337,Lepr-IRES-Cre,5,830,DMH,Dorsomedial nucleus of the hypothalamus,Lepr-IRES-Cre-Homo-306,0.0921946368,"[{""id""=>118, ""abbreviation""=>""PVi"", ""name""=>""Periventricular hypothalamic nucleus, intermediate part"", ""color""=>""FF5D50""}, {""id""=>693, ""abbreviation""=>""VMH"", ""name""=>""Ventromedial hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>830, ""abbreviation""=>""DMH"", ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""color""=>""FF5547""}, {""id""=>946, ""abbreviation""=>""PH"", ""name""=>""Posterior hypothalamic nucleus"", ""color""=>""FF4C3E""}]",M,B6.129,0.6404581652,ff5547,,"[7260, 6110, 5990]",false,http://connectivity.brain-map.org/projection/experiment/113314337
159209586,Syt6-Cre_KI148,5,731,ORBm,"Orbital area, medial part",Syt6-Cre-641,0.06117866335,"[{""id""=>44, ""abbreviation""=>""ILA"", ""name""=>""Infralimbic area"", ""color""=>""59B363""}, {""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,C57BL/6J,0.6383971076,248a5e,,"[3130, 3620, 5170]",false,http://connectivity.brain-map.org/projection/experiment/159209586
477037203,Sepw1-Cre_NP39,5,993,MOs,Secondary motor area,Sepw1-Cre_NP39-174461,0.0717065216,"[{""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,"",0.6376760432,1f9d5a,,"[3640, 1650, 7330]",false,http://connectivity.brain-map.org/projection/experiment/477037203
519488493,A930038C07Rik-Tg1-Cre,36,385,VISp,Primary visual area,A930038C07Rik-Tg1-Cre-241723,0.00233705101875,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,"",0.6364625288,08858c,,"[7730, 1210, 3250]",false,http://connectivity.brain-map.org/projection/experiment/519488493
292960052,Ntrk1-IRES-Cre,5,262,RT,Reticular nucleus of the thalamus,Ntrk1-IRES-Cre_LURC-3538,0.004800812975,"[{""id""=>262, ""abbreviation""=>""RT"", ""name""=>""Reticular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>470, ""abbreviation""=>""STN"", ""name""=>""Subthalamic nucleus"", ""color""=>""F2483B""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>1031, ""abbreviation""=>""GPi"", ""name""=>""Globus pallidus, internal segment"", ""color""=>""8599CC""}]",M,"",0.6363563801,ff909f,,"[6890, 5020, 7570]",false,http://connectivity.brain-map.org/projection/experiment/292960052
147353537,"",5,186,LH,Lateral habenula,378-1543,0.0537390595,"[{""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",M,C57BL/6J,0.636324584,ff909f,,"[7040, 2680, 6150]",false,http://connectivity.brain-map.org/projection/experiment/147353537
178282527,Gal-Cre_KI87,5,223,ARH,Arcuate hypothalamic nucleus,Gal-Cre-1313,0.08659033039999998,"[{""id""=>118, ""abbreviation""=>""PVi"", ""name""=>""Periventricular hypothalamic nucleus, intermediate part"", ""color""=>""FF5D50""}, {""id""=>126, ""abbreviation""=>""PVp"", ""name""=>""Periventricular hypothalamic nucleus, posterior part"", ""color""=>""FF5547""}, {""id""=>223, ""abbreviation""=>""ARH"", ""name""=>""Arcuate hypothalamic nucleus"", ""color""=>""FF5D50""}, {""id""=>614, ""abbreviation""=>""TU"", ""name""=>""Tuberal nucleus"", ""color""=>""F2483B""}, {""id""=>693, ""abbreviation""=>""VMH"", ""name""=>""Ventromedial hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>830, ""abbreviation""=>""DMH"", ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""color""=>""FF5547""}, {""id""=>1004, ""abbreviation""=>""PMv"", ""name""=>""Ventral premammillary nucleus"", ""color""=>""FF4C3E""}]",M,C57BL/6J,0.6362294652,ff5d50,,"[7240, 6710, 5990]",false,http://connectivity.brain-map.org/projection/experiment/178282527
526501457,Cux2-IRES-Cre,35,385,VISp,Primary visual area,Cux2-IRES-Cre-247055,0.1484338086,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",F,C57BL/6J,0.6356922194,08858c,,"[8550, 1860, 2590]",false,http://connectivity.brain-map.org/projection/experiment/526501457
127255254,"",5,56,ACB,Nucleus accumbens,378-1292,0.083919017,"[{""id""=>56, ""abbreviation""=>""ACB"", ""name""=>""Nucleus accumbens"", ""color""=>""80CDF8""}, {""id""=>258, ""abbreviation""=>""LSr"", ""name""=>""Lateral septal nucleus, rostral (rostroventral) part"", ""color""=>""90CBED""}, {""id""=>266, ""abbreviation""=>""LSv"", ""name""=>""Lateral septal nucleus, ventral part"", ""color""=>""90CBED""}]",M,C57BL/6J,0.63553894005,80cdf8,,"[4240, 4920, 6340]",false,http://connectivity.brain-map.org/projection/experiment/127255254
524070052,Ctgf-T2A-dgCre,5,993,MOs,Secondary motor area,Ctgf-2A-dgCre-242375,0.018586117725,"[{""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,C57BL/6J,0.6353794229999999,1f9d5a,,"[3990, 2830, 7110]",false,http://connectivity.brain-map.org/projection/experiment/524070052
127908879,Erbb4-T2A-CreERT2,5,993,MOs,Secondary motor area,Erbb4-2A-CreERT2-D-5677,0.4344330592,"[{""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,C57BL/6J,0.6352802470000001,1f9d5a,,"[3470, 1950, 7410]",false,http://connectivity.brain-map.org/projection/experiment/127908879
301540850,Rbp4-Cre_KL100,5,795,PAG,Periaqueductal gray,Rbp4-Cre_KL100-121996,0.06723254168750001,"[{""id""=>35, ""abbreviation""=>""III"", ""name""=>""Oculomotor nucleus"", ""color""=>""FF90FF""}, {""id""=>294, ""abbreviation""=>""SCm"", ""name""=>""Superior colliculus, motor related"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>872, ""abbreviation""=>""DR"", ""name""=>""Dorsal nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>975, ""abbreviation""=>""EW"", ""name""=>""Edinger-Westphal nucleus"", ""color""=>""FF90FF""}]",M,C57BL/6J,0.6349941752,ff90ff,,"[8990, 3680, 5790]",false,http://connectivity.brain-map.org/projection/experiment/301540850
616674416,Ai75(RCL-nT),44,886,RSPv,"Retrosplenial area, ventral part",Ai75(T601)-337588,0.0117283215,"[{""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}]",M,"",0.6343259622,1aa698,,"[7250, 880, 5450]",false,http://connectivity.brain-map.org/projection/experiment/616674416
267705378,Efr3a-Cre_NO108,5,39,ACAd,"Anterior cingulate area, dorsal part",Efr3a-Cre_NO108-24,0.0411791492,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,FVB.CD1(ICR),0.6336733214,40a666,,"[4830, 1660, 6170]",false,http://connectivity.brain-map.org/projection/experiment/267705378
292173552,Chrna2-Cre_OE25,5,369,SSp-ul,"Primary somatosensory area, upper limb",Chrna2-Cre_OE25-3903,0.0368971176,"[{""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>369, ""abbreviation""=>""SSp-ul"", ""name""=>""Primary somatosensory area, upper limb"", ""color""=>""188064""}, {""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}]",F,FVB.CD1(ICR),0.6327941683,188064,,"[5150, 1720, 7680]",false,http://connectivity.brain-map.org/projection/experiment/292173552
